timestamp,hour,day_of_week,road_type,weather_condition,avg_speed,traffic_level
2025-01-02 08:00:00,8,Thursday,Urban,Sunny,18.06,2
2025-01-02 09:00:00,9,Thursday,Highway,Foggy,25.49,2
2025-01-02 10:00:00,10,Thursday,Highway,Rainy,69.23,1
2025-01-02 11:00:00,11,Thursday,Highway,Cloudy,98.36,0
2025-01-02 12:00:00,12,Thursday,Residential,Foggy,28.96,0
2025-01-02 13:00:00,13,Thursday,Urban,Foggy,39.15,0
2025-01-02 14:00:00,14,Thursday,Highway,Sunny,95.64,0
2025-01-02 15:00:00,15,Thursday,Urban,Foggy,44.27,0
2025-01-02 16:00:00,16,Thursday,Highway,Cloudy,42.71,2
2025-01-02 17:00:00,17,Thursday,Residential,Cloudy,13.08,2
2025-01-02 18:00:00,18,Thursday,Residential,Foggy,5.0,2
2025-01-02 19:00:00,19,Thursday,Residential,Cloudy,5.4,2
2025-01-02 20:00:00,20,Thursday,Residential,Rainy,20.16,1
2025-01-02 21:00:00,21,Thursday,Highway,Sunny,97.57,0
2025-01-02 22:00:00,22,Thursday,Urban,Rainy,43.87,0
2025-01-02 23:00:00,23,Thursday,Highway,Sunny,99.58,0
2025-01-03 00:00:00,0,Friday,Highway,Rainy,75.55,0
2025-01-03 01:00:00,1,Friday,Highway,Rainy,83.27,0
2025-01-03 02:00:00,2,Friday,Residential,Rainy,24.5,0
2025-01-03 03:00:00,3,Friday,Residential,Rainy,25.61,0
2025-01-03 04:00:00,4,Friday,Highway,Rainy,80.29,0
2025-01-03 05:00:00,5,Friday,Residential,Foggy,23.9,0
2025-01-03 06:00:00,6,Friday,Residential,Foggy,29.34,0
2025-01-03 07:00:00,7,Friday,Urban,Cloudy,16.59,2
2025-01-03 08:00:00,8,Friday,Urban,Sunny,26.01,2
2025-01-03 09:00:00,9,Friday,Highway,Rainy,21.9,2
2025-01-03 10:00:00,10,Friday,Residential,Rainy,28.19,0
2025-01-03 11:00:00,11,Friday,Urban,Sunny,45.82,0
2025-01-03 12:00:00,12,Friday,Urban,Sunny,52.05,0
2025-01-03 13:00:00,13,Friday,Highway,Rainy,86.9,0
2025-01-03 14:00:00,14,Friday,Highway,Rainy,66.8,1
2025-01-03 15:00:00,15,Friday,Residential,Rainy,27.63,0
2025-01-03 16:00:00,16,Friday,Residential,Foggy,5.0,2
2025-01-03 17:00:00,17,Friday,Highway,Sunny,54.33,2
2025-01-03 18:00:00,18,Friday,Residential,Cloudy,12.93,2
2025-01-03 19:00:00,19,Friday,Urban,Rainy,19.32,2
2025-01-03 20:00:00,20,Friday,Highway,Sunny,103.67,0
2025-01-03 21:00:00,21,Friday,Residential,Foggy,23.01,0
2025-01-03 22:00:00,22,Friday,Urban,Cloudy,52.27,0
2025-01-03 23:00:00,23,Friday,Urban,Cloudy,49.21,0
2025-01-04 00:00:00,0,Saturday,Highway,Foggy,73.86,0
2025-01-04 01:00:00,1,Saturday,Highway,Foggy,76.78,0
2025-01-04 02:00:00,2,Saturday,Highway,Cloudy,101.19,0
2025-01-04 03:00:00,3,Saturday,Residential,Sunny,25.1,0
2025-01-04 04:00:00,4,Saturday,Urban,Rainy,37.78,0
2025-01-04 05:00:00,5,Saturday,Urban,Cloudy,49.63,0
2025-01-04 06:00:00,6,Saturday,Urban,Rainy,34.03,1
2025-01-04 07:00:00,7,Saturday,Residential,Sunny,33.51,0
2025-01-04 08:00:00,8,Saturday,Highway,Foggy,73.6,0
2025-01-04 09:00:00,9,Saturday,Highway,Rainy,83.52,0
2025-01-04 10:00:00,10,Saturday,Highway,Sunny,97.99,0
2025-01-04 11:00:00,11,Saturday,Urban,Rainy,36.59,0
2025-01-04 12:00:00,12,Saturday,Urban,Cloudy,52.85,0
2025-01-04 13:00:00,13,Saturday,Highway,Rainy,88.82,0
2025-01-04 14:00:00,14,Saturday,Highway,Cloudy,101.98,0
2025-01-04 15:00:00,15,Saturday,Residential,Sunny,33.88,0
2025-01-04 16:00:00,16,Saturday,Urban,Rainy,41.34,0
2025-01-04 17:00:00,17,Saturday,Highway,Rainy,85.22,0
2025-01-04 18:00:00,18,Saturday,Residential,Rainy,25.02,0
2025-01-04 19:00:00,19,Saturday,Highway,Cloudy,103.71,0
2025-01-04 20:00:00,20,Saturday,Residential,Cloudy,25.91,0
2025-01-04 21:00:00,21,Saturday,Urban,Rainy,46.27,0
2025-01-04 22:00:00,22,Saturday,Residential,Cloudy,32.79,0
2025-01-04 23:00:00,23,Saturday,Highway,Foggy,72.32,0
2025-01-05 00:00:00,0,Sunday,Urban,Foggy,43.4,0
2025-01-05 01:00:00,1,Sunday,Highway,Foggy,77.71,0
2025-01-05 02:00:00,2,Sunday,Highway,Foggy,78.08,0
2025-01-05 03:00:00,3,Sunday,Urban,Rainy,42.0,0
2025-01-05 04:00:00,4,Sunday,Urban,Rainy,44.68,0
2025-01-05 05:00:00,5,Sunday,Residential,Rainy,25.48,0
2025-01-05 06:00:00,6,Sunday,Urban,Rainy,39.33,0
2025-01-05 07:00:00,7,Sunday,Urban,Sunny,52.7,0
2025-01-05 08:00:00,8,Sunday,Urban,Sunny,54.96,0
2025-01-05 09:00:00,9,Sunday,Residential,Cloudy,28.25,0
2025-01-05 10:00:00,10,Sunday,Highway,Foggy,82.75,0
2025-01-05 11:00:00,11,Sunday,Urban,Cloudy,49.36,0
2025-01-05 12:00:00,12,Sunday,Residential,Foggy,26.06,0
2025-01-05 13:00:00,13,Sunday,Residential,Cloudy,28.22,0
2025-01-05 14:00:00,14,Sunday,Residential,Sunny,28.56,0
2025-01-05 15:00:00,15,Sunday,Residential,Rainy,24.73,0
2025-01-05 16:00:00,16,Sunday,Residential,Foggy,19.77,1
2025-01-05 17:00:00,17,Sunday,Urban,Foggy,36.48,0
2025-01-05 18:00:00,18,Sunday,Residential,Cloudy,25.47,0
2025-01-05 19:00:00,19,Sunday,Urban,Cloudy,45.46,0
2025-01-05 20:00:00,20,Sunday,Highway,Sunny,96.02,0
2025-01-05 21:00:00,21,Sunday,Highway,Sunny,95.05,0
2025-01-05 22:00:00,22,Sunday,Highway,Foggy,73.62,0
2025-01-05 23:00:00,23,Sunday,Residential,Foggy,30.12,0
2025-01-06 00:00:00,0,Monday,Urban,Cloudy,46.14,0
2025-01-06 01:00:00,1,Monday,Residential,Foggy,20.84,1
2025-01-06 02:00:00,2,Monday,Residential,Sunny,33.64,0
2025-01-06 03:00:00,3,Monday,Highway,Rainy,78.7,0
2025-01-06 04:00:00,4,Monday,Highway,Foggy,73.76,0
2025-01-06 05:00:00,5,Monday,Urban,Rainy,35.67,0
2025-01-06 06:00:00,6,Monday,Urban,Foggy,48.54,0
2025-01-06 07:00:00,7,Monday,Residential,Foggy,5.0,2
2025-01-06 08:00:00,8,Monday,Urban,Foggy,14.06,2
2025-01-06 09:00:00,9,Monday,Residential,Foggy,9.53,2
2025-01-06 10:00:00,10,Monday,Urban,Foggy,43.14,0
2025-01-06 11:00:00,11,Monday,Highway,Rainy,90.56,0
2025-01-06 12:00:00,12,Monday,Residential,Foggy,21.93,0
2025-01-06 13:00:00,13,Monday,Urban,Foggy,38.0,0
2025-01-06 14:00:00,14,Monday,Urban,Sunny,52.43,0
2025-01-06 15:00:00,15,Monday,Urban,Sunny,49.71,0
2025-01-06 16:00:00,16,Monday,Highway,Cloudy,46.91,2
2025-01-06 17:00:00,17,Monday,Residential,Foggy,5.0,2
2025-01-06 18:00:00,18,Monday,Residential,Sunny,11.26,2
2025-01-06 19:00:00,19,Monday,Highway,Sunny,40.99,2
2025-01-06 20:00:00,20,Monday,Highway,Cloudy,95.41,0
2025-01-06 21:00:00,21,Monday,Urban,Cloudy,50.12,0
2025-01-06 22:00:00,22,Monday,Urban,Cloudy,47.93,0
2025-01-06 23:00:00,23,Monday,Urban,Cloudy,48.05,0
2025-01-07 00:00:00,0,Tuesday,Urban,Cloudy,45.15,0
2025-01-07 01:00:00,1,Tuesday,Residential,Sunny,32.06,0
2025-01-07 02:00:00,2,Tuesday,Highway,Sunny,102.51,0
2025-01-07 03:00:00,3,Tuesday,Urban,Sunny,53.91,0
2025-01-07 04:00:00,4,Tuesday,Residential,Rainy,27.38,0
2025-01-07 05:00:00,5,Tuesday,Highway,Rainy,85.25,0
2025-01-07 06:00:00,6,Tuesday,Urban,Cloudy,52.53,0
2025-01-07 07:00:00,7,Tuesday,Residential,Rainy,9.71,2
2025-01-07 08:00:00,8,Tuesday,Urban,Sunny,23.67,2
2025-01-07 09:00:00,9,Tuesday,Residential,Sunny,13.7,2
2025-01-07 10:00:00,10,Tuesday,Urban,Foggy,32.77,1
2025-01-07 11:00:00,11,Tuesday,Urban,Cloudy,45.31,0
2025-01-07 12:00:00,12,Tuesday,Highway,Rainy,79.89,0
2025-01-07 13:00:00,13,Tuesday,Residential,Rainy,29.47,0
2025-01-07 14:00:00,14,Tuesday,Residential,Rainy,21.18,0
2025-01-07 15:00:00,15,Tuesday,Residential,Foggy,29.35,0
2025-01-07 16:00:00,16,Tuesday,Highway,Rainy,22.83,2
2025-01-07 17:00:00,17,Tuesday,Urban,Sunny,22.61,2
2025-01-07 18:00:00,18,Tuesday,Urban,Rainy,19.26,2
2025-01-07 19:00:00,19,Tuesday,Highway,Rainy,33.82,2
2025-01-07 20:00:00,20,Tuesday,Residential,Cloudy,31.4,0
2025-01-07 21:00:00,21,Tuesday,Residential,Foggy,22.11,0
2025-01-07 22:00:00,22,Tuesday,Urban,Sunny,54.32,0
2025-01-07 23:00:00,23,Tuesday,Highway,Rainy,87.23,0
2025-01-08 00:00:00,0,Wednesday,Highway,Rainy,82.93,0
2025-01-08 01:00:00,1,Wednesday,Highway,Foggy,75.5,0
2025-01-08 02:00:00,2,Wednesday,Highway,Rainy,77.99,0
2025-01-08 03:00:00,3,Wednesday,Residential,Cloudy,27.45,0
2025-01-08 04:00:00,4,Wednesday,Highway,Sunny,101.43,0
2025-01-08 05:00:00,5,Wednesday,Urban,Rainy,41.64,0
2025-01-08 06:00:00,6,Wednesday,Urban,Sunny,50.14,0
2025-01-08 07:00:00,7,Wednesday,Highway,Sunny,48.98,2
2025-01-08 08:00:00,8,Wednesday,Highway,Sunny,32.8,2
2025-01-08 09:00:00,9,Wednesday,Highway,Sunny,46.69,2
2025-01-08 10:00:00,10,Wednesday,Residential,Cloudy,34.75,0
2025-01-08 11:00:00,11,Wednesday,Residential,Rainy,22.96,0
2025-01-08 12:00:00,12,Wednesday,Residential,Foggy,21.03,0
2025-01-08 13:00:00,13,Wednesday,Residential,Cloudy,28.22,0
2025-01-08 14:00:00,14,Wednesday,Urban,Sunny,52.47,0
2025-01-08 15:00:00,15,Wednesday,Residential,Rainy,21.57,0
2025-01-08 16:00:00,16,Wednesday,Highway,Sunny,31.82,2
2025-01-08 17:00:00,17,Wednesday,Urban,Foggy,14.35,2
2025-01-08 18:00:00,18,Wednesday,Residential,Rainy,10.28,2
2025-01-08 19:00:00,19,Wednesday,Residential,Foggy,8.72,2
2025-01-08 20:00:00,20,Wednesday,Residential,Rainy,25.79,0
2025-01-08 21:00:00,21,Wednesday,Urban,Foggy,44.5,0
2025-01-08 22:00:00,22,Wednesday,Urban,Sunny,52.94,0
2025-01-08 23:00:00,23,Wednesday,Urban,Sunny,49.56,0
2025-01-09 00:00:00,0,Thursday,Residential,Sunny,33.18,0
2025-01-09 01:00:00,1,Thursday,Urban,Sunny,51.17,0
2025-01-09 02:00:00,2,Thursday,Residential,Rainy,25.5,0
2025-01-09 03:00:00,3,Thursday,Urban,Sunny,51.13,0
2025-01-09 04:00:00,4,Thursday,Highway,Rainy,85.82,0
2025-01-09 05:00:00,5,Thursday,Urban,Cloudy,53.68,0
2025-01-09 06:00:00,6,Thursday,Residential,Foggy,22.35,0
2025-01-09 07:00:00,7,Thursday,Residential,Cloudy,11.18,2
2025-01-09 08:00:00,8,Thursday,Residential,Sunny,9.71,2
2025-01-09 09:00:00,9,Thursday,Residential,Rainy,6.86,2
2025-01-09 10:00:00,10,Thursday,Residential,Rainy,30.39,0
2025-01-09 11:00:00,11,Thursday,Highway,Rainy,79.6,0
2025-01-09 12:00:00,12,Thursday,Residential,Rainy,25.09,0
2025-01-09 13:00:00,13,Thursday,Residential,Foggy,22.27,0
2025-01-09 14:00:00,14,Thursday,Urban,Foggy,35.1,0
2025-01-09 15:00:00,15,Thursday,Urban,Cloudy,54.07,0
2025-01-09 16:00:00,16,Thursday,Highway,Foggy,22.23,2
2025-01-09 17:00:00,17,Thursday,Highway,Foggy,19.03,2
2025-01-09 18:00:00,18,Thursday,Urban,Sunny,15.56,2
2025-01-09 19:00:00,19,Thursday,Residential,Cloudy,10.17,2
2025-01-09 20:00:00,20,Thursday,Highway,Cloudy,101.12,0
2025-01-09 21:00:00,21,Thursday,Urban,Cloudy,51.66,0
2025-01-09 22:00:00,22,Thursday,Highway,Foggy,79.11,0
2025-01-09 23:00:00,23,Thursday,Highway,Rainy,89.83,0
2025-01-10 00:00:00,0,Friday,Highway,Foggy,91.78,0
2025-01-10 01:00:00,1,Friday,Highway,Rainy,86.28,0
2025-01-10 02:00:00,2,Friday,Urban,Foggy,40.96,0
2025-01-10 03:00:00,3,Friday,Highway,Foggy,73.49,0
2025-01-10 04:00:00,4,Friday,Residential,Foggy,24.5,0
2025-01-10 05:00:00,5,Friday,Urban,Rainy,41.77,0
2025-01-10 06:00:00,6,Friday,Residential,Cloudy,34.78,0
2025-01-10 07:00:00,7,Friday,Residential,Sunny,17.94,2
2025-01-10 08:00:00,8,Friday,Highway,Foggy,13.52,2
2025-01-10 09:00:00,9,Friday,Residential,Cloudy,11.62,2
2025-01-10 10:00:00,10,Friday,Residential,Foggy,25.43,0
2025-01-10 11:00:00,11,Friday,Residential,Foggy,31.39,0
2025-01-10 12:00:00,12,Friday,Urban,Rainy,40.59,0
2025-01-10 13:00:00,13,Friday,Urban,Foggy,45.69,0
2025-01-10 14:00:00,14,Friday,Urban,Foggy,40.65,0
2025-01-10 15:00:00,15,Friday,Highway,Cloudy,103.83,0
2025-01-10 16:00:00,16,Friday,Residential,Sunny,13.85,2
2025-01-10 17:00:00,17,Friday,Residential,Foggy,11.28,2
2025-01-10 18:00:00,18,Friday,Residential,Sunny,7.67,2
2025-01-10 19:00:00,19,Friday,Urban,Cloudy,26.09,2
2025-01-10 20:00:00,20,Friday,Highway,Rainy,77.01,0
2025-01-10 21:00:00,21,Friday,Residential,Foggy,28.49,0
2025-01-10 22:00:00,22,Friday,Highway,Cloudy,104.6,0
2025-01-10 23:00:00,23,Friday,Residential,Cloudy,31.31,0
2025-01-11 00:00:00,0,Saturday,Urban,Foggy,35.71,0
2025-01-11 01:00:00,1,Saturday,Highway,Foggy,92.41,0
2025-01-11 02:00:00,2,Saturday,Residential,Rainy,23.62,0
2025-01-11 03:00:00,3,Saturday,Highway,Cloudy,104.59,0
2025-01-11 04:00:00,4,Saturday,Highway,Rainy,72.22,0
2025-01-11 05:00:00,5,Saturday,Residential,Rainy,25.2,0
2025-01-11 06:00:00,6,Saturday,Residential,Sunny,27.87,0
2025-01-11 07:00:00,7,Saturday,Highway,Cloudy,104.04,0
2025-01-11 08:00:00,8,Saturday,Residential,Foggy,26.38,0
2025-01-11 09:00:00,9,Saturday,Highway,Rainy,65.28,1
2025-01-11 10:00:00,10,Saturday,Highway,Rainy,77.9,0
2025-01-11 11:00:00,11,Saturday,Highway,Cloudy,99.9,0
2025-01-11 12:00:00,12,Saturday,Highway,Sunny,98.09,0
2025-01-11 13:00:00,13,Saturday,Residential,Sunny,28.12,0
2025-01-11 14:00:00,14,Saturday,Highway,Sunny,103.82,0
2025-01-11 15:00:00,15,Saturday,Highway,Sunny,96.56,0
2025-01-11 16:00:00,16,Saturday,Highway,Cloudy,104.24,0
2025-01-11 17:00:00,17,Saturday,Residential,Foggy,22.19,0
2025-01-11 18:00:00,18,Saturday,Highway,Cloudy,102.71,0
2025-01-11 19:00:00,19,Saturday,Residential,Rainy,30.39,0
2025-01-11 20:00:00,20,Saturday,Urban,Sunny,53.88,0
2025-01-11 21:00:00,21,Saturday,Residential,Cloudy,30.23,0
2025-01-11 22:00:00,22,Saturday,Highway,Cloudy,99.98,0
2025-01-11 23:00:00,23,Saturday,Urban,Cloudy,53.27,0
2025-01-12 00:00:00,0,Sunday,Urban,Rainy,35.05,0
2025-01-12 01:00:00,1,Sunday,Residential,Sunny,25.08,0
2025-01-12 02:00:00,2,Sunday,Urban,Sunny,53.03,0
2025-01-12 03:00:00,3,Sunday,Residential,Sunny,34.86,0
2025-01-12 04:00:00,4,Sunday,Highway,Sunny,98.7,0
2025-01-12 05:00:00,5,Sunday,Highway,Sunny,103.12,0
2025-01-12 06:00:00,6,Sunday,Highway,Cloudy,97.84,0
2025-01-12 07:00:00,7,Sunday,Urban,Foggy,45.7,0
2025-01-12 08:00:00,8,Sunday,Urban,Sunny,49.28,0
2025-01-12 09:00:00,9,Sunday,Residential,Foggy,21.37,0
2025-01-12 10:00:00,10,Sunday,Residential,Cloudy,27.01,0
2025-01-12 11:00:00,11,Sunday,Residential,Foggy,22.16,0
2025-01-12 12:00:00,12,Sunday,Residential,Cloudy,33.01,0
2025-01-12 13:00:00,13,Sunday,Residential,Rainy,24.14,0
2025-01-12 14:00:00,14,Sunday,Residential,Cloudy,29.64,0
2025-01-12 15:00:00,15,Sunday,Residential,Cloudy,25.76,0
2025-01-12 16:00:00,16,Sunday,Highway,Cloudy,95.88,0
2025-01-12 17:00:00,17,Sunday,Residential,Rainy,25.84,0
2025-01-12 18:00:00,18,Sunday,Urban,Foggy,40.26,0
2025-01-12 19:00:00,19,Sunday,Highway,Rainy,75.43,0
2025-01-12 20:00:00,20,Sunday,Urban,Sunny,48.95,0
2025-01-12 21:00:00,21,Sunday,Residential,Rainy,26.07,0
2025-01-12 22:00:00,22,Sunday,Urban,Rainy,47.11,0
2025-01-12 23:00:00,23,Sunday,Highway,Rainy,77.74,0
2025-01-13 00:00:00,0,Monday,Urban,Foggy,43.43,0
2025-01-13 01:00:00,1,Monday,Residential,Rainy,24.75,0
2025-01-13 02:00:00,2,Monday,Urban,Foggy,35.26,0
2025-01-13 03:00:00,3,Monday,Urban,Sunny,51.46,0
2025-01-13 04:00:00,4,Monday,Urban,Foggy,39.75,0
2025-01-13 05:00:00,5,Monday,Urban,Cloudy,45.1,0
2025-01-13 06:00:00,6,Monday,Residential,Rainy,19.91,1
2025-01-13 07:00:00,7,Monday,Residential,Foggy,12.95,2
2025-01-13 08:00:00,8,Monday,Urban,Sunny,27.69,2
2025-01-13 09:00:00,9,Monday,Residential,Rainy,15.99,2
2025-01-13 10:00:00,10,Monday,Urban,Cloudy,45.5,0
2025-01-13 11:00:00,11,Monday,Urban,Foggy,40.7,0
2025-01-13 12:00:00,12,Monday,Residential,Cloudy,28.94,0
2025-01-13 13:00:00,13,Monday,Urban,Rainy,39.51,0
2025-01-13 14:00:00,14,Monday,Urban,Cloudy,51.4,0
2025-01-13 15:00:00,15,Monday,Residential,Sunny,33.85,0
2025-01-13 16:00:00,16,Monday,Residential,Rainy,11.0,2
2025-01-13 17:00:00,17,Monday,Urban,Rainy,7.99,2
2025-01-13 18:00:00,18,Monday,Urban,Rainy,5.0,2
2025-01-13 19:00:00,19,Monday,Urban,Cloudy,32.3,2
2025-01-13 20:00:00,20,Monday,Highway,Rainy,70.72,0
2025-01-13 21:00:00,21,Monday,Urban,Cloudy,52.1,0
2025-01-13 22:00:00,22,Monday,Residential,Foggy,19.51,1
2025-01-13 23:00:00,23,Monday,Residential,Rainy,21.28,0
2025-01-14 00:00:00,0,Tuesday,Residential,Sunny,29.63,0
2025-01-14 01:00:00,1,Tuesday,Residential,Cloudy,25.05,0
2025-01-14 02:00:00,2,Tuesday,Residential,Sunny,32.12,0
2025-01-14 03:00:00,3,Tuesday,Urban,Cloudy,53.51,0
2025-01-14 04:00:00,4,Tuesday,Highway,Cloudy,104.17,0
2025-01-14 05:00:00,5,Tuesday,Urban,Foggy,38.59,0
2025-01-14 06:00:00,6,Tuesday,Highway,Rainy,74.92,0
2025-01-14 07:00:00,7,Tuesday,Residential,Sunny,10.0,2
2025-01-14 08:00:00,8,Tuesday,Urban,Foggy,5.0,2
2025-01-14 09:00:00,9,Tuesday,Residential,Cloudy,11.54,2
2025-01-14 10:00:00,10,Tuesday,Residential,Cloudy,25.16,0
2025-01-14 11:00:00,11,Tuesday,Residential,Rainy,20.66,1
2025-01-14 12:00:00,12,Tuesday,Residential,Rainy,20.24,1
2025-01-14 13:00:00,13,Tuesday,Highway,Rainy,69.85,1
2025-01-14 14:00:00,14,Tuesday,Residential,Sunny,30.62,0
2025-01-14 15:00:00,15,Tuesday,Urban,Foggy,45.88,0
2025-01-14 16:00:00,16,Tuesday,Residential,Rainy,5.0,2
2025-01-14 17:00:00,17,Tuesday,Highway,Sunny,45.09,2
2025-01-14 18:00:00,18,Tuesday,Highway,Foggy,5.0,2
2025-01-14 19:00:00,19,Tuesday,Highway,Foggy,29.89,2
2025-01-14 20:00:00,20,Tuesday,Urban,Sunny,47.83,0
2025-01-14 21:00:00,21,Tuesday,Highway,Rainy,85.53,0
2025-01-14 22:00:00,22,Tuesday,Urban,Cloudy,48.65,0
2025-01-14 23:00:00,23,Tuesday,Highway,Cloudy,95.24,0
2025-01-15 00:00:00,0,Wednesday,Residential,Rainy,23.98,0
2025-01-15 01:00:00,1,Wednesday,Highway,Foggy,84.62,0
2025-01-15 02:00:00,2,Wednesday,Residential,Rainy,22.58,0
2025-01-15 03:00:00,3,Wednesday,Urban,Sunny,48.36,0
2025-01-15 04:00:00,4,Wednesday,Residential,Sunny,28.13,0
2025-01-15 05:00:00,5,Wednesday,Urban,Cloudy,52.53,0
2025-01-15 06:00:00,6,Wednesday,Residential,Cloudy,30.55,0
2025-01-15 07:00:00,7,Wednesday,Highway,Cloudy,41.28,2
2025-01-15 08:00:00,8,Wednesday,Urban,Foggy,17.11,2
2025-01-15 09:00:00,9,Wednesday,Residential,Foggy,8.52,2
2025-01-15 10:00:00,10,Wednesday,Highway,Foggy,94.92,0
2025-01-15 11:00:00,11,Wednesday,Residential,Sunny,26.71,0
2025-01-15 12:00:00,12,Wednesday,Highway,Sunny,95.57,0
2025-01-15 13:00:00,13,Wednesday,Highway,Foggy,79.55,0
2025-01-15 14:00:00,14,Wednesday,Urban,Sunny,50.34,0
2025-01-15 15:00:00,15,Wednesday,Highway,Rainy,81.07,0
2025-01-15 16:00:00,16,Wednesday,Residential,Cloudy,6.91,2
2025-01-15 17:00:00,17,Wednesday,Residential,Cloudy,8.08,2
2025-01-15 18:00:00,18,Wednesday,Residential,Rainy,11.4,2
2025-01-15 19:00:00,19,Wednesday,Highway,Cloudy,38.96,2
2025-01-15 20:00:00,20,Wednesday,Highway,Cloudy,102.24,0
2025-01-15 21:00:00,21,Wednesday,Residential,Rainy,23.5,0
2025-01-15 22:00:00,22,Wednesday,Urban,Cloudy,48.17,0
2025-01-15 23:00:00,23,Wednesday,Highway,Foggy,84.2,0
2025-01-16 00:00:00,0,Thursday,Residential,Rainy,27.2,0
2025-01-16 01:00:00,1,Thursday,Urban,Rainy,41.01,0
2025-01-16 02:00:00,2,Thursday,Residential,Cloudy,32.58,0
2025-01-16 03:00:00,3,Thursday,Urban,Sunny,48.74,0
2025-01-16 04:00:00,4,Thursday,Urban,Cloudy,51.96,0
2025-01-16 05:00:00,5,Thursday,Highway,Rainy,77.9,0
2025-01-16 06:00:00,6,Thursday,Residential,Foggy,17.34,1
2025-01-16 07:00:00,7,Thursday,Residential,Cloudy,9.21,2
2025-01-16 08:00:00,8,Thursday,Residential,Foggy,11.11,2
2025-01-16 09:00:00,9,Thursday,Residential,Rainy,6.91,2
2025-01-16 10:00:00,10,Thursday,Residential,Foggy,30.41,0
2025-01-16 11:00:00,11,Thursday,Urban,Foggy,39.89,0
2025-01-16 12:00:00,12,Thursday,Residential,Foggy,19.36,1
2025-01-16 13:00:00,13,Thursday,Highway,Foggy,79.44,0
2025-01-16 14:00:00,14,Thursday,Residential,Cloudy,33.52,0
2025-01-16 15:00:00,15,Thursday,Urban,Rainy,40.41,0
2025-01-16 16:00:00,16,Thursday,Highway,Sunny,46.44,2
2025-01-16 17:00:00,17,Thursday,Urban,Foggy,7.08,2
2025-01-16 18:00:00,18,Thursday,Highway,Rainy,5.78,2
2025-01-16 19:00:00,19,Thursday,Highway,Foggy,18.41,2
2025-01-16 20:00:00,20,Thursday,Highway,Rainy,83.28,0
2025-01-16 21:00:00,21,Thursday,Highway,Cloudy,99.38,0
2025-01-16 22:00:00,22,Thursday,Residential,Cloudy,30.64,0
2025-01-16 23:00:00,23,Thursday,Residential,Sunny,26.76,0
2025-01-17 00:00:00,0,Friday,Urban,Foggy,38.63,0
2025-01-17 01:00:00,1,Friday,Urban,Sunny,52.71,0
2025-01-17 02:00:00,2,Friday,Residential,Sunny,26.0,0
2025-01-17 03:00:00,3,Friday,Urban,Rainy,44.67,0
2025-01-17 04:00:00,4,Friday,Urban,Rainy,42.31,0
2025-01-17 05:00:00,5,Friday,Highway,Foggy,75.4,0
2025-01-17 06:00:00,6,Friday,Residential,Sunny,26.35,0
2025-01-17 07:00:00,7,Friday,Urban,Rainy,14.47,2
2025-01-17 08:00:00,8,Friday,Highway,Rainy,9.55,2
2025-01-17 09:00:00,9,Friday,Highway,Sunny,35.71,2
